resource_id,description
ckykb6v6r053404ywfopdsqyz,"Assessment will be made through the CSFP to determine if qualified for the food box (either through delivery or pick up).

Qualifications:
* At least 60 years old
* Must live in Pennsylvania
* Must meet the income requirements (bring proof of income)"
ckxexc1nm10980413jd98niv7,"Open 24/7! Free, outdoor community fridge/pantry operated by local volunteers."
891,"Food pantry is only for people who work at the racetrack.
 
NYRA ID - Required
For now we don't serve the community"
cmi4orvo10vqxzoedih76lfa8,"Call ahead for services

**No hrs"
cmhut1zki0ema1ifm61ne2ev6,"Healthieric
FOR ANYONE ON SNAP, JERSEY CITY IS OFFERING FREE PACKAGED MEALS UP TO 4 MEALS FOR FAMILY OF 4 FIRST COME, FIRST SERVE
SPECIAL SNAP MEAL
WED. 11-12-25
3:30PM-5:30PM
Look for Ruby, the HHS bus"
cmh51m7km0cgqypfmhs1n630j,"Free turkeys, hot meals & community vibes! Join God’s Best Family for our annual giveaway — all are welcome!"
cm3y1trrb003je4ehaoed4l7b,"A monthly free meal and choice of groceries for anyone in need. Guests pre-order their meal from 2 
options. Orders must be received by the Monday before. 1 meal per person. Any surplus meals are 
handed out 5:45-6 p.m. on a first-come, first-served basis.  
 
Delivery available only to clients with mobility or transportation challenges (must live within 15-mins 
drive of church, approx. 5 miles.). Delivery request must be made when placing order."
clyxe3l1b0vcqvlqfin8e5fwx,"""For a smoother experience, this is a grab-and-go meal site where trucks arrive sometimes earlier or later due to traffic. We recommend arriving 15 minutes before the scheduled time. If the truck is running late, please allow at least 15 minutes from the scheduled arrival time before inquiring."""
clneyuee003hkpb0fdw8b3k7o,"Fill the form online to get food delivery . https://www.mealsonwheelsmd.org/client-application/
*If you receive an error message when submitting this form, please call: 410-558-0827.
Meals on Wheels is available throughout Baltimore City as well as Anne Arundel, Baltimore, Carroll, Harford, Howard, Montgomery, and select areas of Prince George’s counties."
clj5u2lt8043nml0hkxknp6zu,LOWELL RESIDENTS
cliupnxcu0048mg0h5gldufcv,AVAILABLE FOR HARRISBURG RESIDENTS ONLY.
clitg5wzq00mrqw0fyyhfflb3,"Psychological testing and assessment services for children, adolescents, and adults. Free 10-minute consultations."
clg85wt3v0006ml0f5r29t3pb,Contact: Michael Brown
clg6f8fud000ol60f67or23jz,Contact: Roland Rosales
clein0pmd000oia0fyuc63j5g,"Serve Gibbstown & Paulsboro

Serves New Jersey residents"
clecd6gaw001hmj0ga52sp2up,"There is no shame in asking for help. Life circumstances sometimes create times of need. No one should have to go hungry. Our church food pantry operates based on need.  If you need assistance, please contact Pastor Danny or the church secretary to make arrangements. We are very sensitive to people’s privacy and will do whatever we can to ensure anonymity of recipients.

Pastor Danny Clark: (609) 222-0990
Gayle Brill & Kathy Wooton – Food Ministry – Email: PinelandsUMC@gmail.com
Church Office: (609) 804-1844
CHURCH SECRETARY – Liz Rabush (609) 412-5918"
cle82fnob041g0d02gvv7d347,https://www.facebook.com/spendyourself.va
cldnde0jj0012k00f3fv1s0ht,"Open 24/7! Free, outdoor community fridge/pantry operated by local volunteers."
cminospoa00bxyueadz1j2wk5,"CHAIRWOMAN DR. ALIEKA ANDERSON-HENRY AND CATHY COLLINS HOUSE OF HOPE PRESENT
Hope for the Holidays Extravaganza Toy Giveaway 15th Annual
SAT., DEC. 20, 2025 • 11 AM
TOYS AND SUPPLIES ARE LIMITED.
PLEASE REGISTER USING THE QR CODE at https://www.instagram.com/reel/DRW_rdEDo-Z/ TO SECURE YOUR SPOT! EVENT LOCATION, WILL BE EMAILED TO SELECTED FAMILIES.
CLAYTON"
cmhm8dnpr11rpylfmt3mb80an,Building A
cmh55jzir0dfeydfm4amuwgjq,"The Baltimore Convention Center
Get free ticket here https://www.eventbrite.com/e/goodwills-68th-annual-thanksgiving-dinner-and-resource-fair-tickets-1689472580969?aff=oddtdtcreator
Goodwill is hosting our 68th Annual Thanksgiving Dinner and Resource Fair on Wednesday, November 26, 2025 from 11:45 a.m. until 2:45 p.m. at the Baltimore Convention Center, Halls A&B.

We will serve a delicious turkey dinner to over 2,000 Baltimore-area residents who have barriers to employment or other special needs. Many of these individuals may not otherwise be fortunate enough to celebrate the holidays in this way. More than 300 volunteers will join Goodwill staff on this special day. Dinner will be served from 11:45 a.m. until 2:45 p.m.

In addition to food and entertainment, we will host a Resource Fair from 10 a.m. until 2 p.m. Our guests have the opportunity to have resumes prepared for them, talk to our staff about training and job placement services, and consult with representatives from numerous community service organizations for employment and related social services information."
cm58p3mvy017y110vaxbw1i6r,Must call 609-386-0513 to **make an appointment**
cm44k3ho9013ekxf5t1lm9xsv,Food pantry is open to patients only
clhhv97gm0000jv0f8m5sjhg3,"Walk-up Service

Hours: 24/7 365 days service"
cleu9nxus0000ld0fmjfha34e,"* SNAP business can be conducted over the phone or via email. In-office visit may not be necessary
* In-Person Hours: Monday - Friday: 8:30am - 3:30pm
* Phone Hours: Monday - Friday: 8:00am - 4:30pm

State ID required"
cle9smixq0000mq0fqix7z73o,Follow the signs to get to the pantry area
827,"Must first undergo screening/interview by phone (15-20 mins).
Helps with domestic violence/ intimate relationships violence with case management, safety planning, seeking housing and legal assistance, etc."
745,- Call 7189816226 ext 177 if intrested in meal deliveries.
cmk5qdlh20ff40nehe4camw5l,"Hours of Operation:  
Wed: 11:00 AM to 2:00 PM; 1st and 3rd of the Month (Note: Home deliveries to 65-70 Home Bound Clients
First and third Wednesday of the month); By Appointment Only
Thu: 12:00 PM to 1:00 PM; 1st of the Month (Note: School families only. Harmony Hills Elementary 13407 Lydia St, Silver Spring MD 20906); Residents Only 
Sat: 10:00 AM to 12:00 PM; 3rd of the Month (Note: 20906 is the permitted zipcode

Occasionally the second Saturday of the month)"
cmh4uqrfq0bh7ydfmkw5eef51,"REGISTER HERE:
👉 https://forms.gle/V64Sn72gNAMbP53c8"
cmfy3luxc0vixwzfmon06gl41,"Members in need can make an appointment by contacting Joan Hensey-Lovett
(617) 257-3432 or church office (781)322-5885"
cm8q908ed053dxi0wxx789e3k,"Get registered to receive food here https://forms.gle/iEFqPnzdeYBefP7B9

Registration on website required"
cm4xavsej018n120vnqeap2aq,"Service Description: Offers a weekly take-a-way meal,
must come around the back.
Eligibility: Anyone
Hours: Sat., 11 a.m. - 12:00 p.m.
Intake Process: Walk-in
Documents: No documents required"
clraxj8j00jzkd8z8a34u2l1c,"Serving zip codes: 30011, 30517, 30515, 30519, 30548, 30518, 30024"
clgc4u5yv001img0fa64f3hqx,Contact: George Haynesworth
clg9l8dzi0000l80fwdj8dkjn,https://www.facebook.com/lovefoundationusa/
clein2vog0009l10fcf7pnwco,"Emergency, We Can Accommodate Friday/ Saturday Morning At 10.am."
cldp4mba1000elb0f3wjdlyug,close now 02/23/26 due to snow
ckytq1q2a215233hvs5q82jmek,Area served: Denville Twp.
cmjhaka720cqr02fpig6a1lyi,"Food sites offer supplemental food and groceries.
Site details are subject to change. Before you go, contact the site to confirm their hours and services."
cmj1nt87k0hnl1nfh0g0cot0t,"**no hrs

If you have ID and can prove your need, the church may be able to offer food, such as rice, breads, or beans. Free canned goods are offered."
cmhzekfa211u9t5ebgtrl54u0,Visit website for updated hours and services.
cmhm35vso10ej0ee9xc72ebgh,"Location Operating Hours
Monday

5:00 PM - 6:00 PM

Tuesday

5:00 PM - 6:00 PM

Wednesday

5:00 PM - 6:00 PM

Thursday

5:00 PM - 6:00 PM

Friday

5:00 PM - 6:00 PM"
clriauc2p03l2kswqkl5jdtwe,"- Apply for delivery online at https://fenwaycommunitycenter.org/request-a-delivery/
- You are advised to arrive a little early to make sure you are in the line for the food.
- Delivery is limited to home bound individuals including seniors, the disabled etc who are unable to make it to the food pantry location."
clr7u35xr065on7hj7buvu29x,"Kera’s HelpingHands Food Pantry is Open 542 Moreland Ave Atlanta Georgia , 30316 2nd floor Room 214 12/6pm requires 
Head of house , 10$ donation fee"
cljugvxq502n1lj0hpp13fp0k,Also distributing food on Sundays after the service at 10:30am
clj22rap1012uqi0h8jbmbg56,Contact: Antonia Tavares
cli4y26vj04advy023epqkj37,https://www.facebook.com/GreaterNewJerusalemLakeland/
cli4y1nk303m3vy02f6n4l71h,On-site registration required
clhxt1k6e0s18n20hsn2xufzv,"Days: Mon-Fri, 16th to end of the month."
ckykoax0f00060421m476t6mp,7185991940
ckykb6vg5081604ywq0vqtddu,Only serves Upland residents
cmj7cr9fp08g7zkfvx78ny7rh,"For more information, please call.

County or Counties Served: Kings"
cmj1ipmdw0b7t4vecyu981fqg,"https://www.facebook.com/RushTempleAMEZ
https://www.twitter.com/RushTempleAme
https://www.instagram.com/rushtempleamez"
cmea5p12301dpylkr34mh5z15,"* Must go to the website and click the **Register** button to make an appointment.
* Diapers, pet food, baby formulas, and sanitary napkins are provided if available.
* Can accommodate residents of Somerset and some of Middlesex counties.

Registration on website required"
cmdd46o1600ovyy0vmmulkjn9,"Student summer meal program from Kinder Garden to 5th class, student from East Village schools can participate and attened classes as well, Drop off is available"
cm58hn5dp00mj3v0vm7y2n7lz,"* Open to residents of Bogota and neighboring counties

On-site registration required"
clw9ml6do089fzwvgph43l4hk,This is a mobile pantry maybe it will be late due to the traffic please wait 15 min from the time of arrival
clnbg2vv106jwqe0ft2lonqyp,"Bring your own bags, line cut off by 12:45pm"
cledcei0d0000li0f6pdlrxkk,"Summer meal program for Under 18 kids, must eaten at site
Start date	8/3/2025
End date	8/7/2025
Contact Phone	8564558030
Breakfast Time	9:00a.m.-9:30a.m.
Lunch Time	11:15a.m.-11:45a.m."
cle82fdz903k20d02yyal04fz,Served Virginia Residence Only
cmja43scj0fc807eelqfbk5u6,"General meal sites offer ready-to-eat meals.
Site details are subject to change. Before you go, contact the site to confirm their hours and services."
cmj7dtfyo08q8wgfk7izwaoon,"https://www.facebook.com/pages/Unity-Fellowship-Church/117817054903711

On-site HIV AIDS testing available. For more information, please call.

County or Counties Served: Kings"
cmj1l1oen0bhe4vecwkj7skd8,Contact Info: Ms Rachael Gazdick
cmiopachq03r9xsflxj5b61j5,"Hosted by 100GNG and Red Autumn
Join us for a day of giving back and spreading holiday joy!
We're blessing our community with:
FREE Haircuts
FREE Toys
FREE Coats
FREE Food & Drinks
For Less Fortunate Kids & Families in Need
First come, first served - come early!Kids must be present to receive
toys or coats.
Music Food Smiles."
cmi6k61a70ddi4aecupegj7b6,"1 p.m., at the 2nd Police Precinct, 1 Lincoln Ave., 200 free turkeys will be distributed, first-come, first-serve, to area residents by Public Safety Director Fritz Fragé, Police Chief Emanuel Miranda, and the Newark Police Foundation."
cmhnjxw2107ug2fe94lwjtvss,Get Tickets @ https://www.eventbrite.com/e/thanksgiving-give-back-tickets-1761418763939?aff=ebdssbdestsearch
clp75auvu0lzdqm8hu5cbabwm,"No ID, no referral, no financial documents needed but to ensure we bring enough food, pre-registration is requested. https://docs.google.com/forms/d/e/1FAIpQLSf-OaOsUbEWdacErHlqqcemNzxCrTWNv1g92ZNbn5yu8OQKWg/viewform?vc=0&c=0&w=1&flr=0

Registration on website required"
clj1njhhh0493pn0gyokvb4i8,"Please call first and check their website to make an appointment/reservation.

https://www.facebook.com/JEPfoodpantry/"
